Operation number,Output Description,Georeference,Country Name,Administrative code level 1,Administrative name level 1,Administrative code level 2,Administrative name level 2,Administrative code level 3,Administrative name level 3,Geoname ID,GeoNames Feature Code,Location Type
BO-L1013,"El proyecto espera beneficiar al menos 420 familias. La obra comprende la construcción del sistema de alcantarillado sanitario, que consiste en una red de colectores de 5.894 m de longitud, 101 cámaras de inspección, 420 cámaras para conexiones domiciliarias, 2 pasos de quebrada y una planta de tratamiento de aguas residuales (lagunas de estabilización).","-15.308,-68.2116",Bolivia,4,La Paz,,,,,3905929,PPL,Exact Location
BO-L1013,"El proyecto espera beneficiar al menos 477 familias. La obra comprende una red de colectores con una longitud de 8.062,67 ml, 112 cámaras de inspección, un cárcamo de bombeo, una cámara séptica y 477 conexiones domiciliarias.","-17.5402,-65.8597",Bolivia,2,Cochabamba,,,,,3907080,PPL,Exact Location
BO-L1013,"El proyecto espera beneficiar al menos a 272 familias. La obra comprende la construcción de una red de colectores y un emisario de 20,000 metros, cuenta con tuberías, cámaras domiciliarias, cámaras de inspección, una planta de tratamiento con una cámara de bombeo, filtro percolación con lombrices o biofiltro, cámaras UV para eliminar patógenos antes de la descarga al efluente y generadores que cubren la demanda de energía eléctrica en caso de emergencia.","-16.0747,-61.9608",Bolivia,8,Santa Cruz,,,,,3910520,PPL,Exact Location
BO-L1013,"El proyecto espera beneficiar al menos a 330 familias. La obra comprende la construcción de un sistema de alcantarillado sanitario convencional, que cuenta con una red de colectores, emisario, conexiones domiciliarias y una  planta de tratamiento.","-18.0365,-64.6563",Bolivia,2,Cochabamba,,,10400853,Saipina Municipality,10400853,ADM3,Exact Location
BO-L1013,"La obra comprende la construcción de una red de colectores, tendido de tuberías, cámaras de inspección,  relleno y compactado, conexiones domiciliarias, limpieza general, letrero de obras, planta de tratamiento (tanque séptico) y un cerco de protección con alambre de púas para la planta de tratamiento. Beneficiara a 144 familias.","-18.1777,-68.7085",Bolivia,5,Oruro,,,,,3919014,PPL,Exact Location
BO-L1013,"La obra comprende: la construcción de una red de 27.504 m de colectores de PVC que cuenta con 986 conexiones domiciliarias, una estación de bombeo, un emisario de 3.400 m de tubería y una planta de tratamiento con tres lagunas de acabado. El proyecto beneficiara al menos 631 familias.","-16.696,-61.0473",Bolivia,8,Santa Cruz,,,,,3905288,PPL,Exact Location
BO-L1013,Se construyeron 17 letrinas ecológicas con sus respectivos compartimientos para el almacenamiento de lodos y líquidos. Cada letrina cuenta con una puerta y un inodoro separador de sólidos.,"-21.6785,-64.1002",Bolivia,9,Tarija,,,,,3904105,PPL,Exact Location
BO-L1013,"Se construyeron 220 letrinas ecológicas dobles con sus respectivos compartimientos para almacenamiento de lodos y líquidos. Cada letrina cuenta con instalación eléctrica, una puerta y un inodoro separador de sólidos.","-16.1512,-68.5602",Bolivia,4,La Paz,,,,,3913981,PLN,Exact Location
BO-L1013,Se construyeron 38 letrinas ecológicas con sus respectivos compartimientos para almacenamiento de lodos y líquidos. Cada letrina cuenta con una puerta y un inodoro separador de sólidos.,"-21.3308,-64.2048",Bolivia,9,Tarija,,,,,3900966,STM,Exact Location
BO-L1013,"Se ha construido el sistema de alcantarillado en la comunidad Avaroa, que comprende el tendido de tuberías, cámaras de inspección y obras complementarias para 150 conexiones.","-18.8733,-67.4989",Bolivia,5,Oruro,,,,,3923890,PPL,Exact Location
BO-L1013,Se realizó la construcción de la red de alcantarillado en Totora para 440 conexiones domiciliarias con sus respectivas cámaras de inspección.,"-17.7361,-65.1915",Bolivia,,,,,,,6618543,PPL,Exact Location
BO-L1013,"Se realizó la construcción de la red de alcantarillado para 329 conexiones domiciliarias, con tendido de tuberías y construcción de cámaras de inspección.","-18.0946,-64.5833",Bolivia,8,Santa Cruz,,,,,3906127,PPL,Exact Location
BO-L1013,"Construcción de un sistema de alcantarillado sanitario que consiste en la instalación de una red de colectores, emisarios, cámaras de inspección, 112 conexiones domiciliarias y una planta de tratamiento de aguas residuales (PTAR) compuesta por una cámara de rejas, reactor UASB, biofiltro, lecho de secado de lodos, obra de descarga y cerco perimetral de protección.","-17.7789,-65.9321",Bolivia,2,Cochabamba,,,,,3903007,PPL,Exact Location
BO-L1013,"El proyecto consiste en la ampliación de la red de colectores del sistema existente y la construcción de 1424 nuevas conexiones de alcantarillado sanitario, además del mejoramiento de la planta de tratamiento de aguas residuales.","-17.6117,-66.0238",Bolivia,2,Cochabamba,,,,,3903342,PPL,Exact Location
BO-L1013,"El proyecto espera beneficiar al menos 335 familias. La obra comprende una red de colectores,  cámaras de inspección, 335 conexiones domiciliarias, emisario, cárcamo de bombeo  y planta de tratamiento de aguas residuales.","-19.0126,-66.7769",Bolivia,5,Oruro,,,,,3914790,PPL,Exact Location
BO-L1015,"Se realizó un taller de capacitación de gestión ambiental a 64 capacitadores pertenecientes a microempresas de mantenimiento vial, identificando el riesgo por cada actividad proponiendo medidas para prevenir y/o mitigar y que se encuentren enmarcadas en buenas prácticas ambientales. Se difundió el manual de capacitación ambiental para el programa de mantenimiento vial por estándares.","-16.4993,-68.1356",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO-L1015,"El estudio fue concebido para cumplir con el objetivo de diseñar un sistema de gestión que permita planificar, liberar, administrar y proteger el Derecho de Vía (DDV) para el proyecto ""Corredor de Integración Santa Cruz - Puerto Suarez"",  con los siguientes objetivos: Análisis legal del DDV, estudios de caso, saneamiento de terrenos, explotación de anuncios publicitarios, elaboración de base de datos y tarifario para la autorización de uso del DDV.","-16.4995,-68.1353",Bolivia,4,La Paz,,,,,3920874,PPLX,Exact Location
BO-L1015,"Comprende las obras de mejora del pavimento, seguridad vial, drenaje, calzadas y bermas. Se vienen ejecutando anualmente los trabajos de mantenimiento por estándares  a lo largo del tramo de 219 km. que vincula  el  Corredor Santa Cruz -  Cochabamba.","-17.2283,-64.399",Bolivia,8,Santa Cruz,,,,,3907195,PPL,Exact Location
BO-L1015,"Se han realizado obras de mantenimiento vial por estándares a fin de controlar y revertir el proceso de deterioro prematuro y el incremento de los costos de rehabilitación y mantenimiento, así como también mejorar el nivel de servicio a los usuarios del tramo carretero. Comprende la gestión y ejecución de todas aquellas obras y tareas de mantenimiento para lograr los estándares acordados en todos los elementos de la carretera.","-17.17,-64.6073",Bolivia,2,Cochabamba,,,7576060,Entre Rios,7576060,ADM3,Exact Location
BO-L1015,"Se han realizado obras de mantenimiento vial por estándares a fin de controlar y revertir el proceso de deterioro prematuro y el incremento de los costos de rehabilitación y mantenimiento, así como también mejorar el nivel de servicio a los usuarios del tramo carretero. Comprende la gestión y ejecución de todas aquellas obras y tareas de mantenimiento para lograr los estándares acordados en todos los elementos de la carretera.","-17.2309,-67.9177",Bolivia,4,La Paz,,,,,3908339,PPL,Exact Location
BO-L1021,"El  proyecto de mejoramiento y ampliación del sistema actual de riego, permitirá aumentar la eficiencia de captación, conducción y la aplicación del riego a nivel parcela, mejorando las condiciones de vida de 54 familias que dispondrán de agua para riego oportuna y permanentemente.","-21.2028,-65.205",Bolivia,1,Chuquisaca,109,Provincia Sud Cinti,3,Las Carreras,3911815,PPLA4,Exact Location
BO-L1021,"Se cuenta con un estudio cuyo objetivo principal es el de coadyuvar en el mejoramiento de las condiciones de vida de las familias de agricultores a través de la implementación de obras de almacenamiento y mejora de las condiciones de captación, conducción y distribución de agua, que permitirá una mayor oferta y consecuentemente la sustentabilidad del sistema de producción agrícola, cubriendo un área de riego incremental de 70.33 Ha. y beneficiando a 129 familias.","-19.6811,-64.6639",Bolivia,1,Chuquisaca,,,,,3914941,MT,Exact Location
BO-L1021,"Se cuenta con un estudio cuyo objetivo principal es el de mejorar la calidad de vida de las 108 familias beneficiarias de la construcción del Sistema de Riego Ayo Ayo - Uma  Toma Sullcavia , a través del incremento de los ingresos agropecuarios, garantizando la provisión de agua mediante el mejoramiento de la eficiencia en las obras de toma, conducción, distribución y aplicación en el área de influencia , alcanzando un riego incremental de 119 Ha.","-17.0923,-68.0273",Bolivia,4,La Paz,,,,,3917613,PPL,Exact Location
BO-L1021,"Se elaboró el proyecto para la construcción de un sistema de riego a gravedad, aspersión y goteo, en la comunidad de Suaruro beneficiando a un total de 21 familias y asegurando la oferta de agua para 69  Ha de riego incremental.","-21.5167,-63.9856",Bolivia,9,Tarija,,,,,3904529,PPL,Exact Location
BO-L1021,Se elaboró el proyecto para la construcción de un sistema de riego presurizado en la comunidad de San Francisco beneficiando a un total de 30 familias y asegurando la oferta de agua para 38.34  Ha de riego incremental.,"-21.5495,-64.0018",Bolivia,9,Tarija,,,,,3905701,PPL,Exact Location
BO-L1021,"Se elaboró el proyecto Presa de Riego San Miguel con el objeto de asegurar la oferta de agua para riego en los meses de mayor demanda de los cultivos, mediante la construcción de una presa de gravedad y obras complementarias que beneficiarán a 350 familias. Se contará con un área de riego incremental de 526 Ha, garantizando la producción agrícola para el autoconsumo y la comercialización.","-17.9024,-67.7502",Bolivia,5,Oruro,,,,,3902016,MT,Exact Location
BO-L1021,"Se ha elaborado el proyecto para la construcción de una presa de tierra que almacenara y regulara los caudales del Río Inca Pinta, con revestimientos de canales y construcción de obras de arte, beneficiando a un total de 293 familias, asegurando la oferta de agua para riego en los meses de mayor demanda de los cultivos.","-18.3813,-66.9573",Bolivia,5,Oruro,,,,,3907685,PPL,Exact Location
BO-L1021,"Se ha elaborado el proyecto para la construcción de una red cerrada de distribución de 91.900 m con todas las obras complementarias, a fin de mejorar las condiciones de vida de 605 socios en 13 comunidades. La instalación de un sistema de riego por aspersión permitirá optimizar el uso del agua e intensificar la producción agrícola.","-17.36,-65.734",Bolivia,2,Cochabamba,,,,,3924358,PPL,Exact Location
BO-L1021,"Se ha elaborado el proyecto para la construcción de una red de 34 km, mejora del canal principal de 3.5 km y obras complementarias,  para mejorar las condiciones de vida de 270 familias.","-17.3797,-65.6788",Bolivia,2,Cochabamba,,,,,3908545,PPL,Exact Location
BO-L1021,"Los agricultores que están utilizando tecnologías nuevas intercambiaron experiencias con otros agricultores en temas relacionados a prácticas en gestión, operación y mantenimiento de obras y riego parcelario. Se complementó con talleres, prácticas y reuniones beneficiando a productores de los municipios de Caracollo, Challapata, El Choro y Pazña","-17.4633,-67.2548",Bolivia,4,La Paz,,,,,3917653,PPL,Exact Location
BO-L1021,"Los agricultores que están utilizando tecnologías nuevas intercambiaron experiencias con otros agricultores en temas relacionados a prácticas en gestión, operación y mantenimiento de obras y riego parcelario. Se complementó con talleres, prácticas y reuniones beneficiando a productores de los municipios de Palca, Sapahaqui y Patacamaya.","-16.7836,-67.7402",Bolivia,4,La Paz,,,,,3909756,PPL,Exact Location
BO-L1021,"Los agricultores que están utilizando tecnologías nuevas intercambiaron experiencias con otros agricultores en temas relacionados a prácticas en gestión, operación y mantenimiento de obras y riego parcelario. Se complementó con talleres, prácticas y reuniones beneficiando a productores de los municipios de Sipe Sipe y Toko.","-17.4554,-66.3665",Bolivia,2,Cochabamba,,,,,3904221,PPL,Exact Location
BO-L1021,"Los agricultores que están utilizando tecnologías nuevas intercambiaron experiencias con otros agricultores en temas relacionados a prácticas en gestión, operación y mantenimiento de obras y riego parcelario. Se complementó con talleres, prácticas y reuniones beneficiando a productores de los municipios de Villa Alcalá y Tarabuco.","-19.5054,-64.3352",Bolivia,1,Chuquisaca,,,,,3906064,PPL,Exact Location
BO-L1021,"Se desarrollaron visitas de intercambio de experiencias para la visualización de prácticas en operación, distribución y administración de sistemas de riego y participar en prácticas de riego parcelario para que puedan ser replicadas en los sistemas de riego construidos. Estos viajes de intercambio fueron desarrollados y coordinados por los consultores  de ATI distribuidos por departamento: Chuquisaca 8, La Paz 11, Cochabamba 19, Oruro 9, Potosí 4, Santa Cruz 10 y en Tarija 3 viajes de intercambio.","0,0",,,,,,,,6295630,AREA,Exact Location
BO-L1021,"Se realizaron capacitaciones y asistencia técnica en la comunidad de Mizque San Rafael, con el objeto de apoyar a sus organizaciones de riego en temas de gestión, operación y funcionamiento de sistemas, aspectos administrativos (estatutos, reglamentos internos, trámites de registro colectivo), normativa, estrategias de comercialización y planes de negocio.","-18.1074,-64.565",Bolivia,8,Santa Cruz,,,,,3906127,PPL,Exact Location
BO-L1021,"Se realizaron capacitaciones y asistencia técnica en la comunidad de Tambillo - Villa Monte Rico, con el objeto de apoyar a sus organizaciones de riego en temas de gestión, operación y funcionamiento de sistemas, aspectos administrativos (estatutos, reglamentos internos, trámites de registro colectivo), normativa, estrategias de comercialización y planes de negocio.","-21.4005,-65.7335",Bolivia,7,Potosí,,,,,3903574,PPL,Exact Location
BO-L1021,"Se realizaron capacitaciones y asistencia técnica en las comunidades de Ayna, Q`unqhuij Milluni, Zona Zona, Chojahuaya y Jocopampa, con el objeto de apoyar a sus organizaciones de riego en temas de gestión, operación y funcionamiento de sistemas, aspectos administrativos (estatutos, reglamentos internos, trámites de registro colectivo), normativa, estrategias de comercialización y planes de negocio.","-17.2155,-67.9312",Bolivia,4,La Paz,,,,,3912747,STM,Exact Location
BO-L1021,"Se realizaron capacitaciones y asistencia técnica en las comunidades de Liriuni-La Guinda, Toco y Pirhuas, con el objeto de apoyar a sus organizaciones de riego en temas de gestión, operación y funcionamiento de sistemas, aspectos administrativos (estatutos, reglamentos internos, trámites de registro colectivo), normativa, estrategias de comercialización y planes de negocio.","-17.6269,-65.9265",Bolivia,2,Cochabamba,,,,,3902830,RSTN,Exact Location
BO-L1021,"Se realizaron capacitaciones y asistencia técnica en las comunidades de Sarufaya y Limabamba - Villca Villca,con el objeto de apoyar a sus organizaciones de riego en temas de gestión, operación y funcionamiento de sistemas, aspectos administrativos (estatutos, reglamentos internos, trámites de registro colectivo), normativa, estrategias de comercialización y planes de negocio.","-19.1098,-64.8003",Bolivia,1,Chuquisaca,,,,,3904569,PPL,Exact Location
BO-L1021,"Se realizaron capacitaciones y asistencia técnica en las comunidades de Suaruro y San Francisco, con el objeto de apoyar a sus organizaciones de riego en temas de gestión, operación y funcionamiento de sistemas, aspectos administrativos (estatutos, reglamentos internos, trámites de registro colectivo), normativa, estrategias de comercialización y planes de negocio.","-21.5469,-64.0045",Bolivia,9,Tarija,,,,,3905701,PPL,Exact Location
BO-L1021,"Se realizaron capacitaciones y asistencia técnica en las comunidades de Vilacollo, Tolaquicta, Korisiri y Cala Cruz, con el objeto de apoyar a sus organizaciones de riego en temas de gestión, operación y funcionamiento de sistemas, aspectos administrativos (estatutos, reglamentos internos, trámites de registro colectivo), normativa, estrategias de comercialización y planes de negocio.","-18.7031,-66.781",Bolivia,5,Oruro,,,,,3908145,STM,Exact Location
BO-L1021,"Se fortalecieron las oficinas del Servicio Departamental de Riego en el Departamento de Cochabamba, a través de la contratación de personal técnico especializado (Ingenieros ambientalista, agrónomo y civil, abogado, técnico SIG y administrador) y la adquisición de los equipos necesarios (vehículo, equipos de computación, topográficos, materiales y navegadores GPS) que asegura el funcionamiento, la gestión, planificación de proyectos y la resolución de conflictos sobre derechos de uso de agua.","-17.4007,-66.1471",Bolivia,2,Cochabamba,,,,,7010409,SCHC,Exact Location
BO-L1021,"Se fortalecieron las oficinas del Servicio Departamental de Riego en el Departamento de Santa Cruz, a través de la contratación de personal técnico especializado (Ingenieros ambientalista, agrónomo y civil, abogado, técnico SIG y administrador) y la adquisición de los equipos necesarios (vehículo, equipos y navegadores GPS) que asegura el funcionamiento, la gestión, planificación de los proyectos y la resolución de conflictos sobre derechos de uso de agua.","-17.7969,-63.1863",Bolivia,8,Santa Cruz,,,,,7020912,PPLX,Exact Location
BO-L1021,"Se fortalecieron las oficinas del Servicio Departamental de Riego en el Departamento de Tarija, a través de la contratación de personal técnico especializado (Ingenieros ambientalista, agrónomo y civil, abogado, técnico SIG y administrador) y la adquisición de los equipos necesarios (vehículo, equipos de computación, topográficos, materiales y navegadores GPS) que asegura el funcionamiento, la gestión, planificación de los proyectos y la resolución de conflictos sobre derechos de uso de agua.","-21.5444,-64.7076",Bolivia,,,,,,,6300790,AIRP,Exact Location
BO-L1021,"Se han instalado las oficinas del Servicio Departamental de Riego en la ciudad de La Paz, para cuyo funcionamiento se han contratado consultores especializados en distintas áreas (agrónomo, civil, abogado, sistemas, ambientalista y administrador) y se ha dotado de vehículo y equipos de computación y topografía para desarrollar los trabajos de su competencia.","-16.5096,-68.1299",Bolivia,4,La Paz,,,,,7909699,SQR,Exact Location
BO-L1021,"Se han instalado las oficinas del Servicio Departamental de Riego en la ciudad de Oruro, para cuyo funcionamiento se han contratado consultores especializados en distintas áreas (agrónomo, civil, abogado, sistemas, ambientalista y administrador) y se ha dotado de vehículo y equipos de computación y topografía para desarrollar los trabajos de su competencia.","-17.9737,-67.1113",Bolivia,5,Oruro,,,,,7534465,TRANT,Exact Location
BO-L1021,"Se han instalado las oficinas del Servicio Departamental de Riego en la ciudad de Potosí, para cuyo funcionamiento se han contratado consultores especializados en distintas áreas (agrónomo, civil, abogado, sistemas, ambientalista y administrador) y se ha dotado de vehículo y equipos de computación y topografía para desarrollar los trabajos de su competencia.","-19.5864,-65.7567",Bolivia,7,Potosí,,,,,3907584,PPLA,Exact Location
BO-L1021,"Se han instalado las oficinas del Servicio Departamental de Riego en la ciudad de Sucre, para cuyo funcionamiento se han contratado consultores especializados en distintas áreas (agrónomo, civil, abogado, sistemas, ambientalista y administrador) y se ha dotado de vehículo y equipos de computación y topografía para desarrollar los trabajos de su competencia.","-19.0479,-65.2596",Bolivia,1,Chuquisaca,,,,,7839266,SQR,Exact Location
BO-L1021,"Se han instalado las oficinas del Servicio Nacional de Riego en la ciudad de La Paz, para cuyo funcionamiento se han contratado consultores especializados en distintas áreas (agrónomo, civil, abogado, sistemas, ambientalista y administrador) y se ha dotado de vehículo y equipos de computación y topografía para desarrollar los trabajos de su competencia.","-16.4976,-68.1363",Bolivia,4,La Paz,,,,,8349540,CH,Exact Location
BO-L1021,"Construcción de un canal principal de 2841 m para el sector de Limabamba, un estanque de almacenamiento para Villca Villca, derivación de canal principal de 2998 m y un canal secundario de 483 m, beneficiando un total de 42 familias con un área de riego incremental de 40 Ha en el Municipio de Villa Alcalá del Departamento de Chuquisaca.","-19.5054,-64.3352",Bolivia,1,Chuquisaca,,,,,3906064,PPL,Exact Location
BO-L1021,"El proyecto consiste en el mejoramiento del sistema de riego a través de la construcción de una galería filtrante con una longitud de 120m, derivación a través de tubería, sifón invertido, canal de hormigón ciclópeo de 400 m con dados de anclaje, canal para sector tambillo de 2206 m, canal sector Monte Rico de 2647 m y 110 compuertas metálicas para dos sectores.","-21.4242,-65.7439",Bolivia,7,Potosí,,,,,3908910,STM,Exact Location
BO-L1021,"El proyecto consiste en la mejora del sistema de conducción de agua para riego, con el revestimiento y entubado  del “Canal Comando” margen derecho de  longitud 5.200 m y del ""Canal Ranulfo""  margen izquierdo de 5.082 m, así como la reconstrucción y mejora de acueductos y obras de arte, con lo que se garantizará la dotación de agua para 374 habitantes distribuidas en 186 familias.","-17.9667,-64.2833",Bolivia,8,Santa Cruz,,,,,3905464,PPL,Exact Location
BO-L1021,"El proyecto consistió en la construcción de la obra de toma a través de 1 galería filtrante de 50 m de longitud, obra de toma lateral, canal de hormigón ciclopeo de 3.338 m de longitud , desarenador, sifón invertido, y la ejecución de 3 acueductos colgantes.","-19.0717,-64.8106",Bolivia,1,Chuquisaca,,,,,3912004,PPL,Exact Location
BO-L1021,"Se ha construido una obra de toma tipo galería filtrante, una obra de toma lateral, canales, desarenadores y obras complementarias, con el objeto de incrementar los ingresos económicos de 48 familias, mejorando la producción agrícola bajo riego, la intensidad de uso anual de los suelos bajo riego y los rendimientos de los cultivos por mayor disponibilidad de agua en el sistema.","-19.0717,-64.8106",Bolivia,1,Chuquisaca,,,,,3912004,PPL,Exact Location
BO-L1021,"Se han construido 3 canales en 2 sectores  que beneficiarán a un total de 26 familias en el  Municipio de Pazña del  Departamento de Oruro con un área de riego incremental de 40 Ha , con lo que se incrementará los ingresos económicos y el nivel de consumo de la comunidad de Villacollo contribuyendo al desarrollo sostenible y soberanía alimentaria de la región.","-18.7156,-66.7572",Bolivia,5,Oruro,,,,,3908145,STM,Exact Location
BO-L1021,"Sistema de riego construido con una obra de toma tipo tirolesa, el sistema de conducción tiene una longitud en Chacamayu de 19.745 m y en Teuruni de 25.405 m de longitud. El proyecto beneficia a 535 familias campesinas y el área de riego es de 148,6 hectáreas. El cultivo principal bajo riego en la zona es la papa que es aproximadamente el 90% de la producción.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego implementado con 9 módulos de riego de 100 hectáreas cada uno, para la producción de arroz bajo riego inundado. Ocho pozos perforados de 120 m de profundidad, 27 atajados para el riego promedio de 50 hectáreas por módulo. Son 60 los beneficiarios que actualmente se favorecen. La producción es de arroz bajo riego en su totalidad.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego mejorado en la toma y el revestimiento de canales en una longitud de 12.398 m con capacidad de conducir 80 l/s en periodos de alta demanda. Las 291 familias que son favorecidas por el proyecto riegan un área total de 673,56 hectáreas, de las cuales 475,62 hectáreas son incrementales. Los cultivos  predominantes son maíz, caña, sandía y melón.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Con el objeto de dotar de agua para la aplicación de riego por los métodos de aspersión y goteo para la comunidad de San Francisco, e incrementar en 38.3 Ha. el área de beneficio, se ejecutaron las siguientes obras: Toma tipo presa derivadora con su respectiva bocatoma lateral, muros de encause, canales, tanque de almacenamiento, red de aducción de 5.293m con tubería de PVC, 7 puentes colgantes para tubería, 31 cámaras y 3 equipos de riego por aspersión y goteo.","-21.5531,-64.6719",Bolivia,,,,,,,6300790,AIRP,Exact Location
BO-L1021,"Con el objeto de dotar de agua para la aplicación de riego por los métodos de aspersión y goteo para la comunidad de Suaruro, e incrementar en 68.8 Ha. el área de beneficio, se ejecutaron las siguientes obras: toma tipo presa derivadora, tanque de almacenamiento, red de aducción de 5,0 km con tubería, 4 puentes para tubería, 22 cámaras. Se adquirieron 6 equipos de riego por aspersión y goteo y se capacitaron a las 21 familias  en operación, mantenimiento y administración.","-21.5211,-63.9856",Bolivia,9,Tarija,,,,,3904529,PPL,Exact Location
BO-L1021,"El proyecto comprende la construcción de 19.695 m. de red de distribución de agua mediante tuberías subterráneas de PVC y la construcción de cámaras de distribución, construidos con hormigón ciclópeo, con el objeto de dotar de riego a la comunidad de Toko en el Departamento de Cochabamba.","-17.4667,-65.8667",Bolivia,2,Cochabamba,,,,,3920454,PPL,Exact Location
BO-L1021,"El proyecto comprende la perforación, entubado e instalación de bombas en 12 pozos, construcción de 12 casetas de bombeo, sala de reuniones con su respectivo cerco perimetral y la ampliación de energía eléctrica para el funcionamiento de todo el sistema con el objeto de dotar de riego a los municipios de Cliza, Toco y Tolata del Departamento de Cochabamba","-17.5847,-65.9542",Bolivia,2,Cochabamba,,,,,3920016,PPL,Exact Location
BO-L1021,"El proyecto consiste en la construcción de 50.751 m. de canales de riego y obras de arte, distribuidas entre las comunidades de Yuquina, El Centro, Thojlasa, Charcoma, Pueblo Bajo, El Tholar, La Banda, Sajlina y Culpina del Departamento de Chuquisaca.","-20.8229,-64.9448",Bolivia,1,Chuquisaca,109,Provincia Sud Cinti,2,Culpina,3918678,PPLA4,Exact Location
BO-L1021,"El proyecto consiste en la construcción de una obra de toma lateral (ancho de 4 m), construcción de un desarenador en el sistema Viloma, construcción de sistema de aducción por canal abierto de hormigón ciclópeo y tubería PVC con una longitud de 6.991m, construcción de 2 pasos de quebrada, mediante puentes hormigón armado, construcción de 90 cámaras de entrega y el acompañamiento y capacitación a 58 beneficiarios en el manejo, operación y mantenimiento del sistema de riego.","-17.4258,-66.2661",Bolivia,2,Cochabamba,,,,,3914279,FRM,Exact Location
BO-L1021,"El proyecto consiste en la construcción de una obra de toma tipo presa derivadora de hormigón ciclópeo, construcción de dos desarenadores de hormigón ciclópeo, un sistema de conducción con tubería PVC de 10.162 m de longitud, construcción de 14 acueductos de hormigón armado con una longitud total de 406 m. y 172 cámaras de distribución, cambio de dirección, transición e inspección, para dotar de riego a la comunidad de Pananoza en el Departamento de Oruro.","-17.8269,-68.2072",Bolivia,5,Oruro,413,Provincia San Pedro de Totora,,,3905117,ADM2,Exact Location
BO-L1021,"El Proyecto consiste en la ejecución de una obra de toma, una red de canales de distribución de 2.915 m. entubados, 28 atajados familiares con capacidades de 1.500 y 1.000 m3 habiéndose realizado 28 acometidas parcelarias, con el objeto de proveer de agua para riego en la comunidad de San Antonio.","-18.5,-64.1",Bolivia,8,Santa Cruz,,,,,3901874,PPL,Exact Location
BO-L1021,"Se construyó un sistema de riego consistente en una obra de toma tipo azud derivador y canal principal de 4,213 m de canal de hormigón ciclópeo, para cubrir bajo riego a 37 hectáreas y se benefician 40 familias, las mismas están en condiciones de operar y administrar el sistema de riego. Los cultivos que se riegan en la zona son forrajes perennes (alfalfa) y anuales (cebada y avena), papa y quinua.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego con canales que fueron revestidos en sus dos tramos, el primero de 2.198 m de longitud y el segundo de 3,827 m. ambos de material de concreto. Las familias campesinas favorecidas por el proyecto son 140, que tienen un área de riego de 85 hectáreas de las cuales  74 hectáreas son incrementales. La producción de la zona esta caracterizada por cultivos como maíz, papa y hortalizas.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido con obra de toma tipo tirolesa, canales con una longitud de 9,230 m. Las 148 familias que se benefician con el proyecto riegan 132,16 ha, de las cuales 121,03 hectáreas son incrementales. La producción de la zona esta basada en cultivos de maíz, frutales y hortalizas.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido con obras de toma sobre el río Desaguadero y canales de concreto que tienen la capacidad de conducir caudales entre 60 a 80 l/s de acuerdo a la época. Las familias campesinas que se benefician con el sistema de riego son 562. El área bajo riego antes del proyecto era de 320 hectáreas, incrustándose 951 hectáreas, alcanzando un total de 1271 hectáreas con el proyecto. Los cultivos que se producen son alfalfa, papa, haba y cebada.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido con un obra de toma tipo galería filtrante, la conducción a través canal de una longitud de 15.939 m de H°C°. El área de riego que se favorece con el proyecto es de 202 hectáreas, de las cuales 199 hectáreas son incrementales, beneficiando a 302 familias que riegan cultivos de maíz, frutales y cereales.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido con una obra de toma tipo tajamar y canal de aducción cerrada de 4.091 de longitud, además de un reservorio de 120 m3 para el riego de  51 hectáreas. El riego habilitado es por aspersión regando cultivos como papa, maíz, haba y hortalizas, beneficiando a 48 familias campesinas.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego construido consistente en la implementación de una obra de toma tipo Azud derivador sobre nacientes del río Pilcomayo. El sistema de conducción es tubería PVC que conduce un caudal de 35 l/s que están impulsadas para un riego por aspersión.  Las familias campesinas que se benefician con el sistema de riego son 192, donde antes del proyecto se regaba 1,68 hectáreas, se han incorporado 136 hectáreas con el proyecto. Los cultivos que se riegan son tubérculos y en poca proporción forrajes.","0,0",,,,,,,,6295630,AREA,Approximate Location
BO-L1021,"Sistema de riego mejorado consistente en la ampliación del canal principal y los canales secundarios. Las 65 familias que se benefician con el proyecto,  riegan 239 hectáreas, de las cuales 156 hectáreas son incrementales. El caudal medio que conducen los canales es de 35 l/s para regar cultivos como maíz, hortalizas, caña y forrajes.","0,0",,,,,,,,6295630,AREA,Approximate Location
